"Country","Region","Month","Female","Male","Hotelstay","Otherstay","Age0to12","Age13to20","Age21to35","Age36to49","Age50over","Leisure","Business","Conf_Convention","Education","Friend_Family","Otherreason"
"Denmark","Europe",2022-12-01,247,250,415,82,66,20,127,105,179,417,25,0,0,27,28
"Scotland","Europe",2022-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spain","Europe",2022-12-01,9291,9803,12076,7018,3670,1841,3788,4833,4962,14463,441,54,17,3548,571
"Finland","Europe",2022-12-01,84,110,154,40,31,6,53,60,44,173,4,0,0,10,7
"France","Europe",2022-12-01,10230,9708,16991,2947,2638,1871,4634,4823,5972,17852,276,47,6,849,908
"Greece","Europe",2022-12-01,43,60,64,39,9,5,24,43,22,61,7,1,2,16,16
"Netherlands","Europe",2022-12-01,1082,1159,1440,801,384,179,661,478,539,1680,39,2,6,411,103
"Hungary","Europe",2022-12-01,420,435,766,89,114,73,172,299,197,800,4,0,0,9,42
"United Kingdom","Europe",2022-12-01,7833,7584,14329,1088,2226,1320,3868,3779,4224,14696,191,8,3,375,144
"Ireland","Europe",2022-12-01,120,133,196,57,28,15,84,65,61,226,13,1,0,6,7
"Italy","Europe",2022-12-01,5133,5685,7461,3357,1315,944,2689,2526,3344,9193,139,14,7,1246,219
"Luxembourg","Europe",2022-12-01,145,164,261,48,50,22,77,75,85,293,1,0,0,8,7
"Norway","Europe",2022-12-01,159,189,241,107,56,14,108,71,99,285,10,4,6,33,10
"Poland","Europe",2022-12-01,3791,3671,7037,425,744,432,2161,2447,1678,6976,65,2,1,75,343
"Portugal","Europe",2022-12-01,745,723,1309,159,189,138,343,426,372,1374,33,2,0,30,29
"Czech Republic","Europe",2022-12-01,1097,1156,2066,187,197,211,596,563,686,2104,12,2,0,25,110
"Romania","Europe",2022-12-01,588,549,1033,104,121,51,406,373,186,1050,7,2,0,30,48
"Russia","Europe",2022-12-01,190,213,202,201,31,35,126,129,82,343,12,2,0,24,22
"Sweden","Europe",2022-12-01,670,660,1111,219,187,148,281,333,381,1186,28,2,0,56,58
"Switzerland","Europe",2022-12-01,1994,2350,2869,1475,517,356,1204,905,1362,3229,113,7,4,682,309
"Ukraine","Europe",2022-12-01,354,276,498,132,115,53,206,173,83,584,4,1,0,12,29
"Other Europe","Europe",2022-12-01,830,813,1339,304,204,101,479,509,350,1447,36,3,2,79,76
"Australia","Australia",2022-12-01,78,103,125,56,15,9,71,50,36,161,8,0,1,9,2
"Other Rest of the World","Other",2022-12-01,129,196,239,86,34,23,78,87,103,241,35,2,1,26,20
"Dom. Residents",NA,2023-01-01,49857,38120,156,87821,9778,9033,21518,21047,26599,1507,94,44,26,217,86086
"Ext. Residents",NA,2023-01-01,8152,8717,348,16522,2123,1248,4195,4640,4662,700,115,11,28,131,15883
"Dom. Non-Residents",NA,2023-01-01,57376,48832,5411,100798,1714,3410,22585,26983,51514,57387,1631,221,504,39594,6869
"Canada","North America",2023-01-01,73144,67564,129445,11263,16392,8820,26517,31662,57316,135737,1102,625,27,1434,1780
"United States","North America",2023-01-01,105807,103399,155043,54163,18528,11550,55499,53125,70504,172942,7365,2554,965,18140,7237
"Mexico","North America",2023-01-01,1979,2904,3517,1366,195,190,1755,1636,1105,2695,1002,387,26,340,432
"Aruba","Caribbean",2023-01-01,67,86,59,93,23,12,25,35,56,63,3,4,0,61,20
"Turk and Caicos Islands","Caribbean",2023-01-01,95,190,137,147,28,8,59,88,100,130,26,3,0,57,68
"Costa Rica","Central America",2023-01-01,921,1004,1168,757,154,98,563,629,479,1181,338,164,4,162,73
"Cuba","Caribbean",2023-01-01,360,405,343,422,22,57,136,205,344,344,93,13,8,197,109
"Curaçao","Caribbean",2023-01-01,99,175,129,145,17,25,41,80,110,158,21,5,1,46,43
"El Salvador","Central America",2023-01-01,360,392,486,265,52,38,345,202,113,548,71,34,4,49,43
"Guadeloupe","Caribbean",2023-01-01,135,195,131,199,17,6,68,95,142,146,27,29,11,65,50
"Guatemala","Central America",2023-01-01,702,903,1180,425,113,78,562,533,317,977,258,195,10,74,88
"Haiti","Caribbean",2023-01-01,1030,1346,1141,1235,79,78,955,777,486,959,306,35,44,505,527
"Honduras","Central America",2023-01-01,155,223,195,183,24,18,128,133,73,170,83,24,7,47,46
"Jamaica","Caribbean",2023-01-01,352,417,602,166,50,33,421,194,69,604,40,24,0,28,70
"Martinique","Caribbean",2023-01-01,130,169,183,116,15,6,62,88,127,123,27,12,1,47,88
"Panama","Central America",2023-01-01,1253,1538,1839,952,277,153,900,839,620,1477,530,176,15,356,235
"Puerto Rico","Caribbean",2023-01-01,2842,3433,3732,2544,345,280,1673,1757,2219,4009,547,129,153,923,512
"Saint Martin","Caribbean",2023-01-01,48,100,61,86,17,2,33,41,53,63,10,1,0,49,23
"Trinidad and Tobago","Caribbean",2023-01-01,51,53,83,21,3,0,26,35,40,69,16,13,0,5,1
"U.S. Virgin Islands","Caribbean",2023-01-01,23,41,20,44,13,1,10,12,26,33,3,1,0,19,7
"Other America","North America",2023-01-01,263,517,449,331,38,47,189,296,208,385,68,45,8,86,186
"Argentina","South America",2023-01-01,11779,10891,21699,971,3842,2932,3689,6086,6118,21795,128,235,8,193,309
"Bolivia","South America",2023-01-01,661,580,1152,90,218,171,277,339,234,1174,14,16,1,20,17
"Brazil","South America",2023-01-01,5008,4856,9114,750,1219,911,2283,3417,2033,8375,340,577,8,154,409
"Chile","South America",2023-01-01,5986,5225,10312,899,2020,1161,2385,3156,2488,10555,113,129,3,227,182
"Colombia","South America",2023-01-01,14333,12542,22147,4728,2612,2189,8134,7512,6426,23966,993,569,40,744,561
"Ecuador","South America",2023-01-01,1101,971,1613,460,160,161,821,552,376,1650,66,166,6,113,69
"Peru","South America",2023-01-01,3602,3041,5543,1100,851,532,1858,1956,1445,5835,246,177,16,175,193
"Uruguay","South America",2023-01-01,1409,1149,2447,111,377,247,672,687,573,2429,22,13,1,26,65
"Venezuela","South America",2023-01-01,2616,3124,1991,3749,347,959,1249,1122,2062,1915,363,51,102,535,2772
"Other South America","South America",2023-01-01,839,734,1502,71,267,179,375,435,315,1460,20,25,0,25,41
"China","Asia",2023-01-01,81,158,109,129,3,7,104,74,50,91,61,3,3,18,62
"South Korea","Asia",2023-01-01,64,119,110,73,5,4,56,61,56,90,33,8,0,30,21
"India","Asia",2023-01-01,23,108,71,60,1,3,57,37,32,46,16,1,0,7,59
"Israel","Asia",2023-01-01,63,128,152,38,5,5,64,47,68,138,16,1,0,18,16
"Japan","Asia",2023-01-01,27,81,80,28,0,1,43,45,19,34,37,10,1,12,14
"Taiwan","Asia",2023-01-01,3,7,4,6,0,1,7,1,1,4,0,0,0,1,5
"Other Asia","Asia",2023-01-01,309,925,785,450,47,44,589,396,157,558,100,17,5,29,524
"Germany","Europe",2023-01-01,6871,7232,10741,3362,591,229,3508,2742,7032,11873,762,52,11,515,888
"Austria","Europe",2023-01-01,824,931,1393,362,50,24,480,328,871,1588,26,1,1,79,59
"Belgium","Europe",2023-01-01,1033,920,1596,358,106,52,549,398,848,1644,81,29,0,125,73
"Bulgaria","Europe",2023-01-01,464,405,779,89,81,32,173,316,264,778,20,0,0,14,55
"Denmark","Europe",2023-01-01,330,340,525,146,56,20,157,114,323,600,25,4,0,24,17
"Scotland","Europe",2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spain","Europe",2023-01-01,5441,5997,7444,3994,1171,483,2495,3241,4047,7831,1053,102,51,1875,525
"Finland","Europe",2023-01-01,140,138,187,90,12,6,79,60,119,253,7,1,0,10,6
"France","Europe",2023-01-01,10937,10256,18674,2519,1101,427,5032,4271,10360,18225,498,298,10,736,1425
"Greece","Europe",2023-01-01,54,140,146,48,4,4,87,58,40,99,38,0,0,13,44
"Netherlands","Europe",2023-01-01,850,1032,1342,539,119,67,629,383,683,1423,77,9,4,240,127
"Hungary","Europe",2023-01-01,702,692,1307,87,117,85,300,441,449,1338,4,0,0,12,40
"United Kingdom","Europe",2023-01-01,6512,6113,11843,782,747,332,3488,2745,5311,11970,349,41,6,153,103
"Ireland","Europe",2023-01-01,168,213,320,62,17,8,166,98,92,337,30,0,0,4,10
"Italy","Europe",2023-01-01,4384,5395,6915,2864,760,391,2360,2160,4107,8264,280,25,12,910,286
"Luxembourg","Europe",2023-01-01,69,65,114,20,3,4,44,19,63,116,0,0,0,10,8
"Norway","Europe",2023-01-01,190,184,262,112,19,50,107,68,128,310,8,3,15,31,6
"Poland","Europe",2023-01-01,4500,4008,8175,332,940,623,1846,2997,2100,7818,189,16,4,45,434
"Portugal","Europe",2023-01-01,560,561,1017,103,107,42,336,315,319,967,54,12,0,34,51
"Czech Republic","Europe",2023-01-01,1317,1269,2268,317,236,98,710,752,787,2392,5,1,1,33,152
"Romania","Europe",2023-01-01,707,736,1334,109,91,31,540,523,256,1197,80,6,0,30,130
"Russia","Europe",2023-01-01,140,188,197,130,38,4,89,125,71,288,8,1,0,10,20
"Sweden","Europe",2023-01-01,470,505,871,104,67,26,305,170,405,850,43,2,0,43,37
"Switzerland","Europe",2023-01-01,1650,1756,2412,993,186,100,912,618,1588,2721,154,14,1,360,154
"Ukraine","Europe",2023-01-01,550,366,744,172,164,59,278,274,141,819,3,0,0,18,75
"Other Europe","Europe",2023-01-01,1052,1107,1809,350,207,70,726,626,529,1944,54,9,1,38,112
"Australia","Australia",2023-01-01,83,111,141,53,19,4,88,52,31,162,9,4,0,10,8
"Other Rest of the World","Other",2023-01-01,113,298,230,181,8,3,193,118,88,146,164,32,0,18,49
"Dom. Residents",NA,2023-02-01,22131,19690,102,41719,1811,1861,12275,12019,13853,41440,34,13,9,52,271
"Ext. Residents",NA,2023-02-01,4265,4869,325,8808,805,470,2287,2439,3131,9041,1,14,20,56,0
"Dom. Non-Residents",NA,2023-02-01,50355,42788,6385,86759,1486,2737,21305,25830,41783,50411,1520,257,317,33502,7133
"Canada","North America",2023-02-01,72282,63757,125828,10211,15311,8193,24233,30335,57966,132235,769,328,73,1308,1323
"United States","North America",2023-02-01,120173,117241,179923,57491,24736,12447,57067,64423,78739,202664,6871,2401,394,19065,6016
"Mexico","North America",2023-02-01,1900,2773,3276,1397,142,121,1643,1581,1184,2453,924,531,12,407,343
"Aruba","Caribbean",2023-02-01,42,42,35,49,6,3,18,22,34,32,6,1,0,34,11
"Turk and Caicos Islands","Caribbean",2023-02-01,103,184,164,123,23,7,75,90,91,150,23,1,0,20,91
"Costa Rica","Central America",2023-02-01,473,682,807,348,25,23,349,418,339,530,400,97,3,84,39
"Cuba","Caribbean",2023-02-01,309,379,360,328,11,31,108,199,338,343,74,34,5,126,104
"Curaçao","Caribbean",2023-02-01,79,171,139,111,28,14,34,59,113,151,7,7,1,56,26
"El Salvador","Central America",2023-02-01,350,381,471,260,22,28,296,230,154,524,81,44,3,49,27
"Guadeloupe","Caribbean",2023-02-01,184,318,315,187,47,65,89,121,178,215,17,10,0,122,137
"Guatemala","Central America",2023-02-01,512,788,1001,299,45,37,474,446,296,726,275,146,7,77,67
"Haiti","Caribbean",2023-02-01,1274,1567,1273,1567,154,98,1066,878,642,1197,319,54,24,547,696
"Honduras","Central America",2023-02-01,105,194,186,114,5,9,103,119,63,91,97,38,8,26,37
"Jamaica","Caribbean",2023-02-01,381,361,600,142,32,28,397,198,85,578,47,37,3,17,58
"Martinique","Caribbean",2023-02-01,155,233,271,117,28,17,79,99,164,216,38,5,0,51,75
"Panama","Central America",2023-02-01,1855,1930,2849,936,468,237,1143,1193,743,2430,607,229,6,300,212
"Puerto Rico","Caribbean",2023-02-01,3279,4196,4936,2538,278,235,1828,2444,2688,4905,669,171,58,942,727
"Saint Martin","Caribbean",2023-02-01,78,125,61,142,27,7,49,50,70,88,17,0,0,64,34
"Trinidad and Tobago","Caribbean",2023-02-01,47,55,73,29,7,3,25,39,28,59,20,8,0,8,7
"U.S. Virgin Islands","Caribbean",2023-02-01,25,53,47,31,5,3,8,17,45,50,5,0,0,17,6
"Other America","North America",2023-02-01,245,428,427,246,37,28,200,224,182,343,64,46,4,80,134
"Argentina","South America",2023-02-01,8912,8085,16257,740,2947,2042,2790,4597,4620,16380,103,118,7,140,247
"Bolivia","South America",2023-02-01,350,311,627,35,110,39,173,196,142,594,15,37,2,5,8
"Brazil","South America",2023-02-01,2735,2789,4956,569,447,253,1742,1822,1258,4673,254,162,5,122,308
"Chile","South America",2023-02-01,7332,6496,12974,854,2270,1517,3147,3706,3186,13281,96,58,1,188,202
"Colombia","South America",2023-02-01,7461,6576,10954,3082,772,637,4971,3998,3657,11312,1004,533,10,667,509
"Ecuador","South America",2023-02-01,2039,1586,3102,524,264,653,1098,981,629,2954,61,395,3,96,114
"Peru","South America",2023-02-01,4338,3552,6626,1263,1064,667,2015,2155,1987,7135,167,143,9,223,210
"Uruguay","South America",2023-02-01,1104,962,2010,56,329,188,472,561,514,1968,25,37,0,12,23
"Venezuela","South America",2023-02-01,1688,2042,1458,2272,193,519,873,790,1353,1305,288,52,37,366,1680
"Other South America","South America",2023-02-01,434,390,771,53,98,64,265,205,191,738,5,40,0,21,20
"China","Asia",2023-02-01,74,182,147,109,3,9,120,92,31,71,104,14,0,18,47
"South Korea","Asia",2023-02-01,34,104,89,49,7,9,31,49,41,45,45,5,1,26,14
"India","Asia",2023-02-01,16,114,77,52,0,7,60,42,19,48,25,9,0,2,44
"Israel","Asia",2023-02-01,76,101,150,27,11,3,67,37,58,140,9,1,0,5,21
"Japan","Asia",2023-02-01,32,77,94,15,1,6,28,48,26,32,42,19,1,2,13
"Taiwan","Asia",2023-02-01,7,14,20,1,0,0,2,10,9,4,12,3,0,1,1
"Other Asia","Asia",2023-02-01,145,732,575,302,6,50,445,264,111,377,89,27,2,22,359
"Germany","Europe",2023-02-01,6433,6481,9467,3447,535,377,3103,2494,6403,11150,693,23,14,379,653
"Austria","Europe",2023-02-01,785,795,1227,354,66,76,436,297,704,1460,21,1,2,68,27
"Belgium","Europe",2023-02-01,1248,1168,2074,342,295,205,509,636,769,2134,38,19,3,128,93
"Bulgaria","Europe",2023-02-01,427,358,716,69,35,30,249,231,239,750,7,0,0,3,24
"Denmark","Europe",2023-02-01,383,358,642,99,87,64,109,167,311,659,30,4,0,7,40
"Scotland","Europe",2023-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spain","Europe",2023-02-01,5085,5621,7718,2988,1005,375,2194,3160,3970,7868,909,159,41,1305,421
"Finland","Europe",2023-02-01,84,83,107,60,10,7,35,46,69,152,7,0,0,6,3
"France","Europe",2023-02-01,13500,12240,22265,3475,4254,2989,4127,7169,7199,22927,270,34,8,1007,1492
"Greece","Europe",2023-02-01,42,61,74,29,2,1,42,32,26,72,14,0,0,3,14
"Netherlands","Europe",2023-02-01,781,812,1195,397,143,80,464,385,519,1216,109,4,2,143,119
"Hungary","Europe",2023-02-01,403,407,745,66,72,41,160,281,255,756,12,1,0,15,27
"United Kingdom","Europe",2023-02-01,5884,5562,10749,698,1271,451,2691,2756,4276,10877,247,39,0,172,110
"Ireland","Europe",2023-02-01,121,89,169,41,16,7,67,70,50,193,7,2,0,4,4
"Italy","Europe",2023-02-01,3716,4357,6037,2036,593,293,1736,1933,3517,7002,212,27,10,608,214
"Luxembourg","Europe",2023-02-01,88,91,143,36,22,9,50,45,51,159,6,1,1,4,7
"Norway","Europe",2023-02-01,148,162,235,75,40,13,56,102,98,262,13,1,4,10,18
"Poland","Europe",2023-02-01,3614,3201,6462,352,689,525,1576,2160,1863,6381,47,6,0,48,331
"Portugal","Europe",2023-02-01,504,474,900,78,109,47,229,280,312,877,37,7,2,20,33
"Czech Republic","Europe",2023-02-01,1392,1223,2334,282,260,213,437,767,936,2467,5,4,1,33,104
"Romania","Europe",2023-02-01,527,491,901,117,100,32,308,355,222,944,8,5,1,8,50
"Russia","Europe",2023-02-01,137,142,131,148,16,9,97,105,51,243,6,2,0,7,20
"Sweden","Europe",2023-02-01,403,383,705,82,74,61,181,170,300,695,29,1,0,21,39
"Switzerland","Europe",2023-02-01,2235,2077,3379,933,411,281,1291,816,1511,3526,185,14,0,398,189
"Ukraine","Europe",2023-02-01,303,209,416,96,81,32,169,142,86,454,5,2,0,10,40
"Other Europe","Europe",2023-02-01,927,960,1503,384,190,86,446,602,560,1672,50,8,0,59,96
"Australia","Australia",2023-02-01,34,55,63,26,2,1,31,32,23,69,3,0,0,11,4
"Other Rest of the World","Other",2023-02-01,63,160,166,56,4,6,99,55,57,107,61,14,0,5,35
"Dom. Residents",NA,2023-03-01,26687,27004,264,53428,1965,2324,15499,15947,17954,6338,0,0,0,2,47351
"Ext. Residents",NA,2023-03-01,5187,6320,379,11129,931,535,2714,3056,4270,1570,0,1,0,0,9936
"Dom. Non-Residents",NA,2023-03-01,53763,45918,6904,92777,1758,3336,23542,26531,44511,61434,1411,233,273,30289,6038
"Canada","North America",2023-03-01,79383,69154,120149,28387,20752,11926,22204,37035,56619,144248,1127,661,21,1165,1311
"United States","North America",2023-03-01,159437,148622,206666,101393,30596,39781,82069,74662,80949,270100,6972,1627,877,19845,8636
"Mexico","North America",2023-03-01,2656,3526,3911,2271,210,152,2164,2171,1484,3897,919,632,15,346,370
"Aruba","Caribbean",2023-03-01,75,64,41,97,18,5,30,31,54,67,2,13,0,37,19
"Turk and Caicos Islands","Caribbean",2023-03-01,88,174,122,141,13,0,59,88,102,150,15,2,3,25,66
"Costa Rica","Central America",2023-03-01,849,1012,1312,550,51,69,522,718,500,984,366,254,5,89,162
"Cuba","Caribbean",2023-03-01,319,513,392,440,8,28,163,240,392,365,137,57,0,130,142
"Curaçao","Caribbean",2023-03-01,82,139,121,101,7,8,50,49,106,136,17,8,2,35,23
"El Salvador","Central America",2023-03-01,496,543,614,426,50,48,449,285,206,786,76,90,5,39,42
"Guadeloupe","Caribbean",2023-03-01,161,285,143,302,13,39,102,110,180,201,38,41,14,61,88
"Guatemala","Central America",2023-03-01,852,1021,1253,619,130,106,672,558,405,1277,249,135,7,96,107
"Haiti","Caribbean",2023-03-01,1223,1770,1153,1841,91,81,1117,1020,684,1398,340,72,19,466,697
"Honduras","Central America",2023-03-01,295,337,409,223,16,39,205,205,166,315,85,96,14,54,66
"Jamaica","Caribbean",2023-03-01,368,383,509,243,49,35,392,187,87,636,51,10,3,14,36
"Martinique","Caribbean",2023-03-01,105,271,112,264,8,7,147,89,125,163,42,8,2,44,114
"Panama","Central America",2023-03-01,1155,1611,1664,1102,113,169,956,899,627,1513,606,258,7,206,174
"Puerto Rico","Caribbean",2023-03-01,3644,4189,4659,3174,365,371,1953,2395,2747,5635,528,118,45,855,649
"Saint Martin","Caribbean",2023-03-01,78,121,76,123,17,5,53,48,74,116,12,0,0,35,34
"Trinidad and Tobago","Caribbean",2023-03-01,58,60,75,43,5,6,28,53,26,70,23,15,0,9,1
"U.S. Virgin Islands","Caribbean",2023-03-01,92,106,102,96,21,4,25,38,110,159,3,1,0,29,4
"Other America","North America",2023-03-01,304,535,417,422,55,38,257,268,219,428,70,76,4,98,162
"Argentina","South America",2023-03-01,7890,7031,11806,3114,1521,725,3526,3531,5615,14310,128,114,3,126,237
"Bolivia","South America",2023-03-01,273,242,377,138,36,30,166,148,134,442,15,26,1,9,21
"Brazil","South America",2023-03-01,4633,4443,7142,1934,460,240,3514,2883,1978,7794,276,457,4,138,405
"Chile","South America",2023-03-01,4383,3960,6312,2031,833,405,2759,2248,2097,7670,115,157,14,221,163
"Colombia","South America",2023-03-01,9869,8383,12897,5354,1125,850,6043,5443,4789,15130,991,778,31,710,609
"Ecuador","South America",2023-03-01,2454,1976,3023,1407,392,588,1413,1171,865,3798,114,183,7,133,193
"Peru","South America",2023-03-01,3360,2675,4299,1736,389,375,1972,1651,1645,5364,187,201,9,132,141
"Uruguay","South America",2023-03-01,853,748,1352,248,160,100,428,390,521,1484,43,44,1,11,16
"Venezuela","South America",2023-03-01,1718,2095,951,2862,155,482,782,867,1525,1758,254,124,36,428,1210
"Other South America","South America",2023-03-01,349,330,543,137,65,51,210,183,169,619,12,15,1,7,25
"China","Asia",2023-03-01,127,248,232,143,1,28,179,119,45,175,111,37,0,19,31
"South Korea","Asia",2023-03-01,29,95,74,50,0,3,26,48,46,59,35,4,1,15,9
"India","Asia",2023-03-01,80,175,155,100,1,103,95,37,19,190,25,0,0,7,32
"Israel","Asia",2023-03-01,118,178,228,69,19,11,107,87,71,187,32,38,0,22,15
"Japan","Asia",2023-03-01,26,46,52,20,5,3,23,23,18,27,22,5,3,9,5
"Taiwan","Asia",2023-03-01,12,12,9,15,0,1,10,5,8,12,4,0,1,7,0
"Other Asia","Asia",2023-03-01,214,693,504,403,22,57,424,271,132,469,85,9,4,33,306
"Germany","Europe",2023-03-01,8309,7943,10837,5415,740,526,4303,3011,7671,14392,639,65,10,433,711
"Austria","Europe",2023-03-01,617,590,864,343,40,46,339,225,556,1098,19,3,0,51,35
"Belgium","Europe",2023-03-01,836,799,1131,504,95,31,488,328,693,1420,22,10,1,102,78
"Bulgaria","Europe",2023-03-01,233,217,271,178,17,10,114,175,133,429,8,0,0,6,6
"Denmark","Europe",2023-03-01,106,132,150,88,22,11,79,49,75,200,13,0,0,11,13
"Scotland","Europe",2023-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spain","Europe",2023-03-01,5762,6248,6979,5031,1088,527,2685,3567,4142,8989,841,391,46,1253,488
"Finland","Europe",2023-03-01,68,69,87,50,6,10,50,25,45,126,9,0,0,2,0
"France","Europe",2023-03-01,8519,7880,11324,5074,708,274,4583,3718,7114,14431,339,64,17,484,1061
"Greece","Europe",2023-03-01,36,46,37,45,2,2,22,24,32,49,18,0,1,11,4
"Netherlands","Europe",2023-03-01,820,836,1049,607,92,30,604,341,587,1334,66,6,2,137,111
"Hungary","Europe",2023-03-01,269,269,399,140,32,28,98,216,164,512,6,1,1,9,9
"United Kingdom","Europe",2023-03-01,6347,5785,10106,2027,1100,445,3336,2791,4459,11555,250,81,0,147,99
"Ireland","Europe",2023-03-01,133,137,222,48,24,21,81,82,61,245,13,2,2,4,4
"Italy","Europe",2023-03-01,3358,3610,4417,2551,503,205,1674,1737,2848,6130,181,75,8,381,190
"Luxembourg","Europe",2023-03-01,57,68,89,36,11,4,51,22,38,113,0,1,0,5,6
"Norway","Europe",2023-03-01,102,108,110,100,28,7,80,46,48,184,2,0,0,20,4
"Poland","Europe",2023-03-01,2160,1874,3457,577,205,76,1231,1291,1230,3776,40,1,0,24,192
"Portugal","Europe",2023-03-01,401,464,693,171,63,27,231,281,262,751,26,32,0,14,41
"Czech Republic","Europe",2023-03-01,1298,1146,1740,704,216,141,523,642,921,2285,12,0,1,32,113
"Romania","Europe",2023-03-01,371,352,492,231,48,13,259,217,185,674,5,0,0,2,42
"Russia","Europe",2023-03-01,119,124,131,111,26,14,79,81,41,210,6,1,1,12,13
"Sweden","Europe",2023-03-01,77,83,96,63,11,12,46,32,58,134,9,0,0,14,2
"Switzerland","Europe",2023-03-01,1613,1617,2139,1091,165,66,1094,599,1304,2637,169,21,1,225,176
"Ukraine","Europe",2023-03-01,297,212,309,200,46,30,201,143,88,453,7,0,1,9,38
"Other Europe","Europe",2023-03-01,837,836,1205,469,102,55,500,525,491,1463,41,15,0,35,118
"Australia","Australia",2023-03-01,71,91,101,61,3,8,66,48,36,136,13,5,0,3,5
"Other Rest of the World","Other",2023-03-01,109,228,172,165,0,11,135,100,89,202,64,15,3,17,34
"Dom. Residents",NA,2023-04-01,33810,27363,227,60946,3950,4176,16899,16580,19567,181,0,0,0,0,60992
"Ext. Residents",NA,2023-04-01,6330,7218,521,13027,1537,942,3051,3619,4396,45,0,0,0,0,13502
"Dom. Non-Residents",NA,2023-04-01,50276,43824,8663,85437,1612,3242,23288,25415,40541,53734,1611,259,357,32215,5921
